XF,OIL,Version,6.96,,,,,XFO,IL,Version,6.96,,,
,,,,,,,,,,,,,,
Calcula,ted polar,for: NACA,2412,,,,,Calcula,ted polar,for: NACA,10,,,
,,,,,,,,,,,,,,
1 1 Rey,nolds num,ber fixed,M,ach numbe,r fixed,,,1 1 Rey,nolds num,ber fixed,M,ach numbe,r fixed,
,,,,,,,,,,,,,,
xtrf =,1.000 (,top),1.000 (b,ottom),,,,xtrf =,1.000 (,top),1.000 (b,ottom),,
Mach =,0,Re =,1.000 e,6     Ncr,it =   9.,0,,Mach =,0,Re =,1.000 e,6     Ncr,it =   9.,0
,,,,,,,,,,,,,,
alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
------,--------,---------,---------,--------,--------,--------,,------,--------,---------,---------,--------,--------,--------
-17.5,-1.1118,0.08608,0.0834,-0.0338,1,0.015,,-18,-1.0039,0.15161,0.14975,0.0348,1,0.0085
-17.25,-1.1738,0.07238,0.0695,-0.0418,1,0.0147,,-17.75,-1.0775,0.13031,0.12822,0.0233,1,0.0082
-17,-1.2296,0.05928,0.05617,-0.0502,1,0.0145,,-17.5,-1.1221,0.1168,0.11455,0.0161,1,0.008
-16.75,-1.2629,0.04931,0.046,-0.0575,1,0.0145,,-17.25,-1.1624,0.1048,0.10239,0.0099,1,0.0079
-16.5,-1.279,0.04253,0.03904,-0.063,1,0.0146,,-17,-1.1984,0.09402,0.09147,0.0042,1,0.0077
-16.25,-1.2852,0.03792,0.0343,-0.0665,1,0.0148,,-16.75,-1.2283,0.08447,0.08177,-0.0008,1,0.0076
-16,-1.2869,0.03455,0.0308,-0.0685,1,0.015,,-16.5,-1.2553,0.07551,0.07267,-0.0058,1,0.0076
-15.75,-1.2853,0.03207,0.0282,-0.0693,1,0.0153,,-16.25,-1.2801,0.06692,0.06393,-0.0109,1,0.0075
-15.5,-1.2815,0.03016,0.02619,-0.0692,1,0.0156,,-16,-1.3026,0.05885,0.05569,-0.016,1,0.0075
-15.25,-1.2755,0.02867,0.0246,-0.0684,1,0.0159,,-15.75,-1.3211,0.05178,0.04845,-0.0205,1,0.0075
-15,-1.2674,0.02752,0.02333,-0.0671,1,0.0161,,-15.5,-1.3399,0.04522,0.0417,-0.0245,1,0.0076
-14.75,-1.2667,0.02608,0.02179,-0.0647,1,0.0165,,-15.25,-1.3531,0.04023,0.03653,-0.0269,1,0.0077
-14.5,-1.2585,0.02491,0.02057,-0.0629,1,0.0171,,-15,-1.3634,0.03627,0.03241,-0.0278,1,0.0078
-14.25,-1.2429,0.02417,0.01979,-0.0618,1,0.0176,,-14.75,-1.3685,0.03339,0.02938,-0.0274,1,0.0079
-14,-1.2251,0.02358,0.01917,-0.0608,1,0.0181,,-14.5,-1.3699,0.03118,0.02706,-0.0263,1,0.0081
-13.75,-1.2068,0.02304,0.01857,-0.0597,1,0.0187,,-14.25,-1.3672,0.02949,0.02527,-0.0248,1,0.0083
-13.5,-1.1881,0.02254,0.01802,-0.0586,1,0.0192,,-14,-1.3617,0.02814,0.02382,-0.0229,1,0.0085
-13.25,-1.169,0.02212,0.01752,-0.0575,1,0.0197,,-13.75,-1.3544,0.027,0.02259,-0.0209,1,0.0087
-13,-1.1561,0.02124,0.01656,-0.0556,1,0.0203,,-13.5,-1.3446,0.02599,0.02149,-0.0189,1,0.009
-12.75,-1.1417,0.02051,0.0158,-0.0538,1,0.0209,,-13.25,-1.331,0.025,0.02041,-0.0175,1,0.0092
-12.5,-1.1239,0.02009,0.01536,-0.0523,1,0.0215,,-13,-1.3156,0.02409,0.0194,-0.0163,1,0.0095
-12.25,-1.1058,0.01971,0.01495,-0.0508,1,0.022,,-12.75,-1.2988,0.02324,0.01844,-0.0151,1,0.0098
-12,-1.0881,0.01933,0.01452,-0.0492,1,0.0226,,-12.5,-1.2804,0.02249,0.0176,-0.0141,1,0.01
-11.75,-1.0704,0.01896,0.0141,-0.0475,1,0.0232,,-12.25,-1.2695,0.02091,0.01586,-0.0123,1,0.0106
-11.5,-1.0519,0.01868,0.01375,-0.0459,1,0.0237,,-12,-1.2517,0.01997,0.01486,-0.0112,1,0.0112
-11.25,-1.0327,0.01847,0.0135,-0.0444,1,0.024,,-11.75,-1.2312,0.01929,0.01413,-0.0103,1,0.0117
-11,-1.0222,0.01737,0.01233,-0.0419,1,0.025,,-11.5,-1.2099,0.01869,0.01347,-0.0096,1,0.0123
-10.75,-1.0046,0.01696,0.0119,-0.0402,1,0.0257,,-11.25,-1.188,0.01811,0.01282,-0.0089,1,0.0129
-10.5,-0.9766,0.01657,0.01149,-0.0406,0.9993,0.0264,,-11,-1.1652,0.01763,0.01226,-0.0083,1,0.0133
-10.25,-0.9448,0.01617,0.01105,-0.0418,0.9981,0.0272,,-10.75,-1.1457,0.0167,0.01127,-0.0072,1,0.0146
-10,-0.9125,0.01582,0.01065,-0.043,0.9968,0.028,,-10.5,-1.122,0.01629,0.01087,-0.0068,1,0.0157
-9.75,-0.8793,0.01556,0.01034,-0.0443,0.9956,0.0286,,-10.25,-1.0975,0.01596,0.01052,-0.0063,1,0.0168
-9.5,-0.8484,0.01474,0.00944,-0.0455,0.9945,0.0296,,-10,-1.0727,0.01568,0.0102,-0.0059,1,0.0176
-9.25,-0.8172,0.01411,0.00879,-0.0467,0.9932,0.0306,,-9.75,-1.0509,0.01498,0.00946,-0.0051,1,0.0192
-9,-0.7863,0.01373,0.0084,-0.0475,0.9911,0.0315,,-9.5,-1.0259,0.01471,0.0092,-0.0047,1,0.0206
-8.75,-0.7542,0.01336,0.00801,-0.0486,0.9892,0.0324,,-9.25,-1.0006,0.01448,0.00896,-0.0044,1,0.0219
-8.5,-0.7211,0.01301,0.00762,-0.0499,0.9876,0.0333,,-9,-0.9748,0.01434,0.00879,-0.0041,1,0.0229
-8.25,-0.687,0.01271,0.00728,-0.0514,0.9863,0.034,,-8.75,-0.9515,0.01384,0.00824,-0.0034,1,0.0242
-8,-0.652,0.01227,0.00679,-0.053,0.9851,0.0347,,-8.5,-0.9284,0.01335,0.00775,-0.0027,1,0.026
-7.75,-0.6166,0.01161,0.0061,-0.055,0.984,0.0364,,-8.25,-0.9039,0.01307,0.00746,-0.0022,1,0.0272
-7.5,-0.585,0.01122,0.00571,-0.0558,0.9805,0.0375,,-8,-0.8794,0.01281,0.00717,-0.0016,1,0.0285
-7.25,-0.5532,0.01089,0.00535,-0.0567,0.9773,0.0386,,-7.75,-0.8547,0.01261,0.00695,-0.001,1,0.0295
-7,-0.5207,0.01059,0.00503,-0.0578,0.9746,0.0398,,-7.5,-0.83,0.01245,0.00678,-0.0004,1,0.0301
-6.75,-0.4884,0.01033,0.00474,-0.0587,0.972,0.0407,,-7.25,-0.8094,0.01176,0.006,0.0009,1,0.0318
-6.5,-0.4627,0.00998,0.00435,-0.0582,0.9655,0.0422,,-7,-0.7868,0.01134,0.00557,0.0018,1,0.0335
-6.25,-0.4342,0.00964,0.00402,-0.0582,0.9607,0.0445,,-6.75,-0.7635,0.01105,0.00527,0.0027,1,0.0349
-6,-0.4073,0.00939,0.00376,-0.0579,0.9544,0.0467,,-6.5,-0.7402,0.01079,0.00499,0.0036,1,0.0362
-5.75,-0.3804,0.00916,0.00351,-0.0576,0.9477,0.0495,,-6.25,-0.717,0.01054,0.00472,0.0045,1,0.0373
-5.5,-0.3538,0.00887,0.00325,-0.0573,0.9407,0.0558,,-6,-0.6937,0.01033,0.00448,0.0054,1,0.0381
-5.25,-0.3274,0.0086,0.00302,-0.0568,0.9327,0.0655,,-5.75,-0.6706,0.0101,0.00422,0.0063,1,0.0388
-5,-0.3006,0.00836,0.00282,-0.0565,0.9247,0.0775,,-5.5,-0.6483,0.00974,0.00383,0.0074,1,0.0411
-4.75,-0.2737,0.00816,0.00265,-0.0562,0.9158,0.0886,,-5.25,-0.6255,0.00947,0.00357,0.0084,1,0.0438
-4.5,-0.2465,0.00798,0.00249,-0.056,0.9066,0.0982,,-5,-0.5967,0.00923,0.00333,0.0081,0.9993,0.0465
-4,-0.1918,0.00768,0.00219,-0.0555,0.8864,0.1175,,-4.75,-0.5618,0.00893,0.00306,0.0065,0.9975,0.0536
-3.75,-0.1645,0.00752,0.00205,-0.0553,0.8758,0.131,,-4.5,-0.5272,0.00853,0.0028,0.0049,0.9957,0.0772
-3.5,-0.1372,0.00737,0.00192,-0.0551,0.8645,0.1482,,-4.25,-0.492,0.00814,0.00257,0.0031,0.9941,0.1094
-3.25,-0.11,0.00719,0.0018,-0.0549,0.8525,0.1711,,-4,-0.4588,0.00779,0.00237,0.0018,0.9911,0.1424
-3,-0.0825,0.00704,0.0017,-0.0547,0.8404,0.1957,,-3.75,-0.4244,0.00744,0.00219,0.0002,0.9883,0.1787
-2.75,-0.0552,0.00689,0.0016,-0.0546,0.8278,0.2215,,-3.5,-0.3888,0.00711,0.00202,-0.0017,0.9861,0.2177
-2.5,-0.0277,0.00678,0.00152,-0.0544,0.8151,0.2471,,-3.25,-0.3541,0.00679,0.00187,-0.0033,0.9832,0.2589
-2.25,-0.0003,0.00666,0.00146,-0.0542,0.8016,0.2776,,-3,-0.3227,0.0065,0.00173,-0.0041,0.9774,0.2987
-2,0.0272,0.00653,0.0014,-0.0541,0.7879,0.3097,,-2.75,-0.2908,0.00622,0.00161,-0.005,0.9716,0.3397
-1.75,0.0546,0.0064,0.00134,-0.054,0.774,0.3442,,-2.5,-0.262,0.00596,0.0015,-0.0052,0.9626,0.3825
-1.5,0.0819,0.00628,0.00129,-0.0538,0.7597,0.3795,,-2.25,-0.2347,0.00572,0.00141,-0.005,0.9515,0.4241
-1.25,0.1092,0.00616,0.00125,-0.0536,0.7451,0.4198,,-2,-0.208,0.00552,0.00132,-0.0046,0.939,0.4619
-1,0.1362,0.00602,0.00122,-0.0534,0.7296,0.4712,,-1.75,-0.1818,0.00534,0.00124,-0.0041,0.9244,0.5007
-0.75,0.1632,0.00589,0.00121,-0.0532,0.7137,0.5267,,-1.5,-0.1561,0.00515,0.00117,-0.0035,0.9075,0.5463
-0.5,0.1903,0.0058,0.0012,-0.053,0.6972,0.5727,,-1.25,-0.1303,0.005,0.00111,-0.0029,0.8884,0.5859
-0.25,0.2173,0.00573,0.00121,-0.0527,0.6799,0.6158,,-1,-0.1044,0.00489,0.00106,-0.0023,0.8671,0.6249
0,0.2442,0.00568,0.00122,-0.0525,0.6618,0.6597,,-0.75,-0.0786,0.00478,0.00102,-0.0016,0.8429,0.6658
0.25,0.2709,0.00563,0.00124,-0.0521,0.643,0.7009,,-0.5,-0.0524,0.00472,0.001,-0.0011,0.8166,0.6989
0.5,0.2968,0.00556,0.00127,-0.0516,0.624,0.7569,,-0.25,-0.0262,0.0047,0.00098,-0.0005,0.7889,0.7294
0.75,0.3217,0.00548,0.00134,-0.0507,0.6051,0.8207,,0,0,0.00469,0.00097,0,0.759,0.7592
1,0.3469,0.00547,0.0014,-0.0499,0.5862,0.8656,,0.25,0.0262,0.0047,0.00098,0.0005,0.7291,0.7887
1.25,0.3722,0.00552,0.00147,-0.0491,0.568,0.8993,,0.5,0.0525,0.00472,0.001,0.0011,0.6986,0.8166
1.5,0.3979,0.00559,0.00154,-0.0484,0.5517,0.9263,,0.75,0.0786,0.00478,0.00102,0.0016,0.6654,0.8428
1.75,0.425,0.00569,0.00161,-0.048,0.5373,0.9484,,1,0.1044,0.00489,0.00106,0.0023,0.6248,0.8669
2,0.4549,0.00581,0.00168,-0.0482,0.5228,0.9646,,1.25,0.1304,0.005,0.00111,0.0029,0.5859,0.8882
2.75,0.5582,0.00624,0.00191,-0.0524,0.473,0.9901,,1.5,0.1562,0.00514,0.00117,0.0035,0.548,0.9074
3,0.5945,0.00639,0.002,-0.0542,0.4573,0.9943,,1.75,0.1818,0.00534,0.00124,0.0041,0.5004,0.9245
3.25,0.6318,0.00654,0.00208,-0.0563,0.4371,0.9972,,2,0.208,0.00552,0.00132,0.0046,0.4619,0.939
3.5,0.6686,0.00674,0.00218,-0.0584,0.4148,1,,2.25,0.2347,0.00573,0.00141,0.005,0.4236,0.9515
3.75,0.6918,0.00692,0.00226,-0.0575,0.3916,1,,2.5,0.262,0.00596,0.0015,0.0052,0.3823,0.9626
4,0.7153,0.00711,0.00236,-0.0566,0.3698,1,,2.75,0.2908,0.00622,0.00161,0.005,0.3395,0.9716
4.25,0.7389,0.0073,0.00247,-0.0557,0.3502,1,,3,0.3227,0.0065,0.00173,0.0041,0.2987,0.9774
4.5,0.7624,0.00752,0.0026,-0.0549,0.3292,1,,3.25,0.3542,0.00679,0.00187,0.0033,0.259,0.9832
4.75,0.7858,0.00776,0.00274,-0.054,0.3054,1,,3.5,0.3888,0.00711,0.00202,0.0017,0.2176,0.9861
5,0.8089,0.00804,0.00291,-0.0531,0.2805,1,,3.75,0.4244,0.00744,0.00219,-0.0002,0.1787,0.9883
5.25,0.8319,0.00836,0.00311,-0.0522,0.2542,1,,4,0.4588,0.00779,0.00237,-0.0018,0.1425,0.9911
5.5,0.8552,0.00869,0.00332,-0.0513,0.2278,1,,4.25,0.492,0.00814,0.00257,-0.0031,0.1094,0.9941
5.75,0.8784,0.00906,0.00356,-0.0505,0.2013,1,,4.5,0.5272,0.00853,0.0028,-0.0049,0.0773,0.9957
6,0.9016,0.00945,0.00381,-0.0497,0.1762,1,,4.75,0.5619,0.00893,0.00306,-0.0065,0.0536,0.9975
6.25,0.9251,0.00983,0.00408,-0.049,0.1528,1,,5,0.5967,0.00923,0.00333,-0.0081,0.0465,0.9993
6.5,0.9483,0.01025,0.00438,-0.0482,0.129,1,,5.25,0.6255,0.00947,0.00357,-0.0084,0.0438,1
6.75,0.971,0.01073,0.00471,-0.0474,0.1052,1,,5.5,0.6483,0.00974,0.00383,-0.0074,0.0412,1
7,0.9944,0.01114,0.00504,-0.0467,0.0892,1,,5.75,0.6706,0.0101,0.00422,-0.0063,0.0388,1
7.25,1.0179,0.01153,0.00537,-0.046,0.0774,1,,6,0.6936,0.01033,0.00448,-0.0054,0.0381,1
7.5,1.0414,0.01194,0.00572,-0.0453,0.0671,1,,6.25,0.7169,0.01054,0.00472,-0.0045,0.0373,1
7.75,1.0644,0.01238,0.00609,-0.0446,0.0583,1,,6.5,0.7402,0.01078,0.00499,-0.0036,0.0361,1
8,1.0885,0.0127,0.00642,-0.044,0.0541,1,,6.75,0.7635,0.01105,0.00527,-0.0027,0.0349,1
8.25,1.1111,0.01317,0.00685,-0.0431,0.0491,1,,7,0.7868,0.01134,0.00557,-0.0018,0.0335,1
8.5,1.1353,0.01347,0.00717,-0.0426,0.047,1,,7.25,0.8093,0.01176,0.006,-0.0009,0.0318,1
8.75,1.1585,0.01385,0.00755,-0.0419,0.0447,1,,7.5,0.83,0.01245,0.00677,0.0004,0.0301,1
9,1.1801,0.01435,0.00805,-0.0409,0.0419,1,,7.75,0.8548,0.0126,0.00694,0.001,0.0295,1
9.25,1.2032,0.01471,0.00844,-0.0402,0.0407,1,,8,0.8794,0.01281,0.00717,0.0016,0.0285,1
9.5,1.2262,0.01506,0.00882,-0.0395,0.0395,1,,8.25,0.9039,0.01307,0.00746,0.0022,0.0272,1
9.75,1.2485,0.01545,0.00923,-0.0387,0.0382,1,,8.5,0.9285,0.01335,0.00774,0.0027,0.026,1
10,1.2696,0.01591,0.0097,-0.0378,0.0367,1,,8.75,0.9516,0.01384,0.00824,0.0034,0.0242,1
10.25,1.2881,0.01655,0.01036,-0.0364,0.035,1,,9,0.9747,0.01434,0.0088,0.0041,0.0229,1
10.5,1.309,0.01697,0.01083,-0.0354,0.0342,1,,9.25,1.0007,0.01448,0.00896,0.0044,0.0219,1
10.75,1.3299,0.01737,0.01127,-0.0344,0.0334,1,,9.5,1.026,0.01471,0.0092,0.0047,0.0206,1
11,1.35,0.0178,0.01173,-0.0333,0.0324,1,,9.75,1.0509,0.01498,0.00946,0.0051,0.0192,1
11.25,1.3684,0.01825,0.01221,-0.032,0.0313,1,,10,1.0727,0.01568,0.0102,0.0059,0.0176,1
11.5,1.3833,0.01884,0.01282,-0.0301,0.0302,1,,10.25,1.0975,0.01596,0.01052,0.0063,0.0168,1
11.75,1.3931,0.01974,0.01376,-0.0275,0.0289,1,,10.5,1.122,0.01628,0.01087,0.0068,0.0157,1
12,1.4114,0.02015,0.01423,-0.0262,0.0283,1,,10.75,1.1457,0.01669,0.01127,0.0072,0.0146,1
12.25,1.4284,0.02066,0.01478,-0.0249,0.0275,1,,11,1.1652,0.01762,0.01226,0.0083,0.0133,1
12.5,1.4446,0.02122,0.01538,-0.0235,0.0266,1,,11.25,1.188,0.01811,0.01282,0.0089,0.0129,1
12.75,1.4595,0.02187,0.01606,-0.022,0.0256,1,,11.5,1.2099,0.01868,0.01347,0.0096,0.0123,1
13,1.4699,0.02284,0.01705,-0.0201,0.0245,1,,11.75,1.2313,0.01929,0.01413,0.0103,0.0117,1
13.25,1.4815,0.02375,0.01803,-0.0184,0.0237,1,,12,1.2518,0.01997,0.01487,0.0111,0.0112,1
13.5,1.4967,0.02445,0.01879,-0.0172,0.023,1,,12.25,1.2696,0.02091,0.01587,0.0122,0.0106,1
13.75,1.5106,0.02526,0.01965,-0.016,0.0221,1,,12.5,1.2807,0.02249,0.0176,0.0141,0.01,1
14,1.5228,0.02622,0.02064,-0.0147,0.0212,1,,12.75,1.2991,0.02324,0.01844,0.0151,0.0098,1
14.25,1.5311,0.02751,0.02196,-0.0133,0.0203,1,,13,1.3159,0.02409,0.0194,0.0162,0.0095,1
14.5,1.5386,0.02893,0.02345,-0.012,0.0195,1,,13.25,1.3311,0.02502,0.02043,0.0175,0.0092,1
14.75,1.5499,0.03008,0.02468,-0.011,0.0188,1,,13.5,1.3448,0.02599,0.0215,0.0189,0.009,1
15,1.5597,0.03141,0.02607,-0.0101,0.0181,1,,13.75,1.3547,0.02701,0.0226,0.0208,0.0087,1
15.25,1.5675,0.03297,0.02767,-0.0093,0.0173,1,,14,1.3622,0.02814,0.02383,0.0228,0.0085,1
15.5,1.5712,0.03497,0.02971,-0.0084,0.0166,1,,14.25,1.3679,0.02948,0.02525,0.0247,0.0083,1
15.75,1.5723,0.03733,0.03215,-0.0077,0.016,1,,14.5,1.3705,0.03117,0.02705,0.0262,0.0081,1
16,1.5775,0.03935,0.03427,-0.0073,0.0156,1,,14.75,1.3695,0.03335,0.02935,0.0273,0.008,1
16.25,1.5806,0.04166,0.03666,-0.007,0.0151,1,,15,1.364,0.03629,0.03242,0.0276,0.0078,1
16.5,1.582,0.04423,0.03933,-0.0069,0.0147,1,,15.25,1.3544,0.04017,0.03647,0.0267,0.0077,1
16.75,1.5815,0.04711,0.04228,-0.007,0.0143,1,,15.5,1.3403,0.0453,0.04178,0.0243,0.0076,1
17,1.5784,0.0504,0.04566,-0.0073,0.0139,1,,15.75,1.3221,0.05179,0.04846,0.0203,0.0075,1
17.25,1.5716,0.05428,0.04963,-0.008,0.0135,1,,16,1.303,0.05898,0.05583,0.0157,0.0075,1
17.5,1.5603,0.05893,0.05438,-0.009,0.0132,1,,16.25,1.2811,0.06697,0.06399,0.0106,0.0075,1
17.75,1.5483,0.0638,0.05937,-0.0104,0.0129,1,,16.5,1.2569,0.07548,0.07265,0.0056,0.0076,1
18,1.5415,0.06805,0.06374,-0.0116,0.0128,1,,16.75,1.2294,0.08456,0.08186,0.0005,0.0076,1
18.25,1.5328,0.07268,0.06849,-0.013,0.0126,1,,17,1.1991,0.09421,0.09165,-0.0046,0.0077,1
18.5,1.5214,0.07778,0.0737,-0.0148,0.0125,1,,17.25,1.1635,0.10491,0.1025,-0.0102,0.0079,1
18.75,1.5083,0.08321,0.07925,-0.0167,0.0123,1,,,,,,,,
19,1.4942,0.08893,0.08508,-0.0189,0.0122,1,,,,,,,,
19.25,1.4781,0.09506,0.09134,-0.0213,0.0121,1,,,,,,,,
